id,user_id,details,tag1,tag2,tag3,tag4,tag5,level,type
676,68,Off-tackle run,1,8,30,,,3,1
677,1,Football,1,8,,,,2,2
678,50,Dribbling,1,7,27,,,3,0
679,4,Vehicle,5,23,,,,2,1
680,12,Virus,2,13,46,,,3,0
681,120,Technology,2,,,,,1,1
682,30,Sport,1,,,,,1,2
683,78,Sport,1,,,,,1,2
684,81,Hardware,2,11,,,,2,2
685,119,Food,3,,,,,1,0
686,119,Dessert,3,15,53,,,3,1
687,82,Assemble,2,11,41,,,3,1
688,116,Backhand,9,34,,,,2,1
689,89,Cake,3,14,48,,,3,0
690,63,Pets,5,21,,,,2,1
691,26,Front-end,2,12,43,,,3,1
692,85,Bump and run coverage,1,8,31,,,3,2
693,84,Fitness and wellness,4,,,,,1,0
694,65,Virus,2,13,46,,,3,0
695,5,Fitness and wellness,4,,,,,1,0
696,63,Dribbling,1,7,27,,,3,2
697,77,Food,3,,,,,1,0
698,21,Football,1,8,,,,2,1
699,28,Software,2,12,,,,2,0
700,18,Cooking,3,14,,,,2,1
701,4,Nutritions,4,18,,,,2,2
702,93,DNA,2,13,47,,,3,2
703,32,Ice cream,3,14,49,,,3,2
704,121,Dribbling,1,7,27,,,3,2
705,63,Fitness and wellness,4,,,,,1,1
706,60,Fitness and wellness,4,,,,,1,1
707,33,Dessert,3,14,50,,,3,1
708,74,Meditation,4,17,,,,2,0
709,4,Hit and run,1,6,24,,,3,1
710,39,Tennis,9,,,,,1,2
711,73,Cake,3,15,51,,,3,0
712,47,Off-tackle run,1,8,30,,,3,1
713,84,Backhand,9,34,,,,2,1
714,110,Meditation,4,17,,,,2,2
715,58,Football,1,8,,,,2,0
716,7,DNA,2,13,47,,,3,0
717,121,Fix,2,11,39,,,3,1
718,112,Backhand,9,34,,,,2,1
719,104,Front-end,2,12,43,,,3,1
720,89,Slam dunk,1,7,29,,,3,2
721,120,Software,2,12,,,,2,2
722,11,Off-tackle run,1,8,30,,,3,2
723,53,Machine learning,2,10,36,,,3,2
724,53,Yoga,4,19,,,,2,2
725,104,Baseketball,1,7,,,,2,1
726,97,Decorating,3,15,,,,2,0
727,45,Cooking,3,14,,,,2,1
728,8,Ice cream,3,15,52,,,3,2
729,79,Yoga,4,19,,,,2,2
730,55,Security,2,10,38,,,3,1
731,28,Food,3,,,,,1,2
732,60,Backhand,9,34,,,,2,0
733,114,Baseball,1,6,,,,2,0
734,87,Football,1,8,,,,2,2
735,47,Network,2,12,44,,,3,1
736,119,Biology,2,13,,,,2,2
737,30,Dribbling,1,7,27,,,3,2
738,48,Data mining,2,10,37,,,3,2
739,4,Network,2,12,44,,,3,1
740,111,Baseketball,1,7,,,,2,0
741,36,Data mining,2,10,37,,,3,2
742,16,Software,2,12,,,,2,2
743,16,Nutritions,4,18,,,,2,2
744,8,Backhand,9,34,,,,2,0
745,118,Hardware,2,11,,,,2,1
746,116,Dribbling,1,7,27,,,3,1
747,72,Dribbling,1,7,27,,,3,2
748,24,DNA,2,13,47,,,3,2
749,112,Backhand,9,34,,,,2,0
750,1,Virus,2,13,46,,,3,2
751,122,Line defense,1,7,28,,,3,0
752,49,Vehicle,5,23,,,,2,0
753,69,Hardware,2,11,,,,2,2
754,89,Line defense,1,7,28,,,3,2
755,13,Hit and run,1,6,24,,,3,0
756,46,Security,2,10,38,,,3,0
757,30,Security,2,10,38,,,3,0
758,18,Fix,2,11,39,,,3,2
759,41,DNA,2,13,47,,,3,1
760,113,Software,2,12,,,,2,0
761,65,Art and music,5,20,,,,2,0
762,105,Dessert,3,14,50,,,3,1
763,23,Hit by pitch,1,6,26,,,3,0
764,76,Vehicle,5,23,,,,2,0
765,52,Off-tackle run,1,8,30,,,3,2
766,32,Nutritions,4,18,,,,2,0
767,78,Software,2,12,,,,2,1
768,106,Hardware,2,11,,,,2,1
769,79,Network,2,12,44,,,3,1
770,98,Decorating,3,15,,,,2,0
771,120,Art and music,5,20,,,,2,1
772,72,Network,2,12,44,,,3,2
773,74,Baseketball,1,7,,,,2,2
774,54,Nutritions,4,18,,,,2,1
775,42,Back-end,2,12,42,,,3,2
776,111,Baseketball,1,7,,,,2,0
777,64,Back-end,2,12,42,,,3,2
778,63,Fitness and wellness,4,,,,,1,0
779,13,Dessert,3,14,50,,,3,1
780,62,Security,2,10,38,,,3,0
781,65,Football,1,8,,,,2,2
782,102,Hobbies and activities,5,,,,,1,1
783,68,Bodybuilding,4,16,,,,2,1
784,18,Cake,3,15,51,,,3,1
785,112,Network,2,12,44,,,3,2
786,73,Decorating,3,15,,,,2,0
787,2,Data mining,2,10,37,,,3,1
788,34,Food,3,,,,,1,1
789,35,Travel,5,22,,,,2,0
790,124,Nutritions,4,18,,,,2,0
791,76,Cooking,3,14,,,,2,0
792,71,Meditation,4,17,,,,2,2
793,24,Technology,2,,,,,1,1
794,103,Bodybuilding,4,16,,,,2,0
795,48,Assemble,2,11,41,,,3,2
796,26,Nutritions,4,18,,,,2,1
797,46,Computer Sciences,2,10,,,,2,2
798,108,Hit and run,1,6,24,,,3,0
799,83,Cooking,3,14,,,,2,2
800,12,Spread offense,1,8,32,,,3,1
801,78,Network,2,12,44,,,3,0
802,67,Technology,2,,,,,1,1
803,74,Homerun,1,6,25,,,3,0
804,49,Football,1,8,,,,2,1
805,57,Cake,3,15,51,,,3,2
806,46,Hobbies and activities,5,,,,,1,2
807,21,Homerun,1,6,25,,,3,2
808,119,Hobbies and activities,5,,,,,1,1
809,70,Hit by pitch,1,6,26,,,3,2
810,66,Nutritions,4,18,,,,2,2
811,54,Football,1,8,,,,2,0
812,60,Yoga,4,19,,,,2,0
813,26,Nutritions,4,18,,,,2,0
814,124,Off-tackle run,1,8,30,,,3,0
815,36,Technology,2,,,,,1,0
816,71,Dessert,3,14,50,,,3,1
817,113,Back-end,2,12,42,,,3,0
818,57,Front-end,2,12,43,,,3,2
819,63,Meditation,4,17,,,,2,0
820,66,Fitness and wellness,4,,,,,1,1
821,3,Backspin,9,33,,,,2,1
822,88,Bodybuilding,4,16,,,,2,1
823,23,Back-end,2,12,42,,,3,1
824,56,Cake,3,15,51,,,3,0
825,89,Sport,1,,,,,1,2
826,44,Ice cream,3,14,49,,,3,0
827,65,Sport,1,,,,,1,0
828,3,Biology,2,13,,,,2,2
829,107,Football,1,8,,,,2,0
830,70,Create,2,11,40,,,3,1
831,44,Dessert,3,15,53,,,3,2
832,77,Line defense,1,7,28,,,3,0
833,99,Hardware,2,11,,,,2,1
834,31,Create,2,11,40,,,3,1
835,73,Baseball,1,6,,,,2,2
836,51,Dessert,3,15,53,,,3,2
837,124,Art and music,5,20,,,,2,0
838,66,Travel,5,22,,,,2,1
839,6,Spread offense,1,8,32,,,3,2
840,31,Off-tackle run,1,8,30,,,3,1
841,97,Dessert,3,14,50,,,3,0
842,49,Sport,1,,,,,1,0
843,12,Homerun,1,6,25,,,3,1
844,107,Assemble,2,11,41,,,3,2
845,50,Football,1,8,,,,2,2
846,120,Virus,2,13,46,,,3,0
847,99,DNA,2,13,47,,,3,1
848,84,Hobbies and activities,5,,,,,1,0
849,33,Backspin,9,33,,,,2,0
850,16,Diseases,2,13,45,,,3,0
851,34,Pets,5,21,,,,2,0
852,79,Network,2,12,44,,,3,2
853,61,Cake,3,15,51,,,3,0
854,4,Baseball,1,6,,,,2,1
855,100,Decorating,3,15,,,,2,2
856,14,Homerun,1,6,25,,,3,0
857,14,Dessert,3,14,50,,,3,1
858,122,Hardware,2,11,,,,2,2
859,3,Hardware,2,11,,,,2,0
860,78,Hit and run,1,6,24,,,3,1
861,79,Backspin,9,33,,,,2,1
862,55,Hit and run,1,6,24,,,3,2
863,67,Spread offense,1,8,32,,,3,1
864,4,Data mining,2,10,37,,,3,1
865,77,Tennis,9,,,,,1,2
866,85,Vehicle,5,23,,,,2,2
867,71,Homerun,1,6,25,,,3,2
868,26,Cake,3,14,48,,,3,1
869,101,Food,3,,,,,1,1
870,81,Cake,3,15,51,,,3,0
871,118,Slam dunk,1,7,29,,,3,0
872,19,Decorating,3,15,,,,2,2
873,101,Spread offense,1,8,32,,,3,0
874,24,Machine learning,2,10,36,,,3,1
875,37,Software,2,12,,,,2,0
876,53,Backhand,9,34,,,,2,1
877,60,Nutritions,4,18,,,,2,0
878,47,Software,2,12,,,,2,2
879,61,Create,2,11,40,,,3,1
880,77,Dessert,3,15,53,,,3,0
881,41,Hobbies and activities,5,,,,,1,2
882,31,Football,1,8,,,,2,0
883,38,Dessert,3,15,53,,,3,1
884,1,Biology,2,13,,,,2,1
885,88,Dessert,3,15,53,,,3,2
886,102,Pets,5,21,,,,2,1
887,25,Fitness and wellness,4,,,,,1,0
888,34,Slam dunk,1,7,29,,,3,0
889,36,Data mining,2,10,37,,,3,2
890,31,Vehicle,5,23,,,,2,0
891,52,Data mining,2,10,37,,,3,2
892,85,Ice cream,3,15,52,,,3,2
893,98,Art and music,5,20,,,,2,0
894,60,Fitness and wellness,4,,,,,1,0
895,68,Nutritions,4,18,,,,2,2
896,70,DNA,2,13,47,,,3,1
897,82,Machine learning,2,10,36,,,3,2
898,57,Backspin,9,33,,,,2,1
899,89,Hobbies and activities,5,,,,,1,1
900,57,Baseketball,1,7,,,,2,0
901,120,Meditation,4,17,,,,2,2
902,27,Dessert,3,15,53,,,3,1
903,108,Baseball,1,6,,,,2,0
904,89,Spread offense,1,8,32,,,3,2
905,14,Art and music,5,20,,,,2,1
906,107,Swing volley,9,35,,,,2,1
907,106,Network,2,12,44,,,3,2
908,57,Bodybuilding,4,16,,,,2,1
909,72,Back-end,2,12,42,,,3,1
910,9,Dessert,3,14,50,,,3,1
911,120,Diseases,2,13,45,,,3,0
912,97,Data mining,2,10,37,,,3,0
913,121,Decorating,3,15,,,,2,2
914,50,Hobbies and activities,5,,,,,1,1
915,58,Swing volley,9,35,,,,2,0
916,45,Front-end,2,12,43,,,3,0
917,72,Bump and run coverage,1,8,31,,,3,0
918,81,Diseases,2,13,45,,,3,1
919,109,Slam dunk,1,7,29,,,3,2
920,26,Cake,3,15,51,,,3,1
921,44,Pets,5,21,,,,2,2
922,28,Decorating,3,15,,,,2,0
923,101,Food,3,,,,,1,2
924,112,Dessert,3,14,50,,,3,1
925,19,Fix,2,11,39,,,3,0
926,94,Dessert,3,15,53,,,3,0
927,4,Slam dunk,1,7,29,,,3,2
928,87,Spread offense,1,8,32,,,3,1
929,114,Baseketball,1,7,,,,2,0
930,59,Slam dunk,1,7,29,,,3,2
931,69,Slam dunk,1,7,29,,,3,0
932,121,Diseases,2,13,45,,,3,0
933,2,Homerun,1,6,25,,,3,0
934,87,Line defense,1,7,28,,,3,0
935,115,Yoga,4,19,,,,2,0
936,115,DNA,2,13,47,,,3,1
937,57,Bump and run coverage,1,8,31,,,3,2
938,10,Meditation,4,17,,,,2,0
939,105,Cake,3,15,51,,,3,1
940,56,Cooking,3,14,,,,2,2
941,6,Nutritions,4,18,,,,2,0
942,91,Vehicle,5,23,,,,2,2
943,55,Cake,3,14,48,,,3,2
944,34,Dessert,3,14,50,,,3,0
945,71,Machine learning,2,10,36,,,3,2
946,68,Security,2,10,38,,,3,2
947,8,Food,3,,,,,1,0
948,68,Tennis,9,,,,,1,0
949,26,Data mining,2,10,37,,,3,2
950,85,Decorating,3,15,,,,2,1
951,75,Backhand,9,34,,,,2,1
952,52,Network,2,12,44,,,3,0
953,27,Software,2,12,,,,2,2
954,60,Line defense,1,7,28,,,3,2
955,6,Network,2,12,44,,,3,0
956,65,Art and music,5,20,,,,2,2
957,88,Cake,3,14,48,,,3,2
958,58,Off-tackle run,1,8,30,,,3,0
959,48,Meditation,4,17,,,,2,1
960,45,Network,2,12,44,,,3,1
961,97,Security,2,10,38,,,3,2
962,84,Virus,2,13,46,,,3,1
963,56,Backhand,9,34,,,,2,0
964,70,Food,3,,,,,1,1
965,93,Biology,2,13,,,,2,2
966,32,Dribbling,1,7,27,,,3,0
967,94,Nutritions,4,18,,,,2,0
968,95,Off-tackle run,1,8,30,,,3,1
969,109,Fix,2,11,39,,,3,0
970,79,Bump and run coverage,1,8,31,,,3,2
971,79,Ice cream,3,15,52,,,3,2
972,37,Biology,2,13,,,,2,0
973,79,Nutritions,4,18,,,,2,2
974,73,Security,2,10,38,,,3,0
975,23,Cake,3,14,48,,,3,2
976,28,Baseketball,1,7,,,,2,2
977,27,Machine learning,2,10,36,,,3,1
978,120,Hardware,2,11,,,,2,1
979,69,Travel,5,22,,,,2,0
980,102,Homerun,1,6,25,,,3,2
981,15,Yoga,4,19,,,,2,2
982,40,Ice cream,3,15,52,,,3,1
983,39,Ice cream,3,15,52,,,3,1
984,108,Slam dunk,1,7,29,,,3,0
985,84,Food,3,,,,,1,1
986,3,Art and music,5,20,,,,2,2
987,56,Spread offense,1,8,32,,,3,1
988,63,Slam dunk,1,7,29,,,3,0
989,120,Technology,2,,,,,1,2
990,61,Assemble,2,11,41,,,3,1
991,98,Hit and run,1,6,24,,,3,2
992,3,Pets,5,21,,,,2,1
993,29,Backhand,9,34,,,,2,0
994,86,Tennis,9,,,,,1,2
995,55,Spread offense,1,8,32,,,3,1
996,84,Sport,1,,,,,1,1
997,99,Travel,5,22,,,,2,2
998,47,Cake,3,15,51,,,3,2
999,41,Cake,3,15,51,,,3,2
1000,121,Hit and run,1,6,24,,,3,2
1001,51,Bodybuilding,4,16,,,,2,0
1002,17,Technology,2,,,,,1,0
1003,122,Backspin,9,33,,,,2,1
1004,72,Spread offense,1,8,32,,,3,0
1005,115,Front-end,2,12,43,,,3,2
1006,83,Security,2,10,38,,,3,0
1007,7,Cake,3,14,48,,,3,0
1008,48,Baseball,1,6,,,,2,0
1009,60,Hit by pitch,1,6,26,,,3,2
1010,89,Biology,2,13,,,,2,0
1011,123,Off-tackle run,1,8,30,,,3,0
1012,103,Security,2,10,38,,,3,2
1013,84,Meditation,4,17,,,,2,0
1014,13,Software,2,12,,,,2,0
1015,82,Off-tackle run,1,8,30,,,3,1
1016,108,Decorating,3,15,,,,2,2
1017,98,Pets,5,21,,,,2,0
1018,51,Machine learning,2,10,36,,,3,2
1019,40,Backspin,9,33,,,,2,0
1020,31,DNA,2,13,47,,,3,2
1021,1,Biology,2,13,,,,2,1
1022,56,Biology,2,13,,,,2,1
1023,88,Computer Sciences,2,10,,,,2,1
1024,119,Diseases,2,13,45,,,3,0
1025,38,Diseases,2,13,45,,,3,0
1026,21,Dribbling,1,7,27,,,3,0
1027,41,Baseball,1,6,,,,2,0
1028,54,Bodybuilding,4,16,,,,2,0
1029,7,Bodybuilding,4,16,,,,2,2
1030,102,Data mining,2,10,37,,,3,1
1031,77,Spread offense,1,8,32,,,3,0
1032,60,DNA,2,13,47,,,3,2
1033,37,Machine learning,2,10,36,,,3,2
1034,36,Nutritions,4,18,,,,2,0
1035,9,Food,3,,,,,1,1
1036,100,Cake,3,15,51,,,3,0
1037,44,Yoga,4,19,,,,2,0
1038,100,Cake,3,15,51,,,3,1
1039,14,Hobbies and activities,5,,,,,1,0
1040,61,Yoga,4,19,,,,2,1
1041,108,Nutritions,4,18,,,,2,2
1042,122,Cake,3,15,51,,,3,2
1043,67,Back-end,2,12,42,,,3,2
1044,83,Software,2,12,,,,2,2
1045,80,Software,2,12,,,,2,1
1046,30,Baseketball,1,7,,,,2,0
1047,121,Front-end,2,12,43,,,3,1
1048,44,Slam dunk,1,7,29,,,3,2
1049,24,Network,2,12,44,,,3,1
1050,55,Create,2,11,40,,,3,1
1051,74,Decorating,3,15,,,,2,0
1052,98,Art and music,5,20,,,,2,1
1053,70,Cake,3,15,51,,,3,0
1054,14,Cooking,3,14,,,,2,2
1055,4,Homerun,1,6,25,,,3,1
1056,44,Technology,2,,,,,1,2
1057,73,Spread offense,1,8,32,,,3,1
1058,35,Dribbling,1,7,27,,,3,1
1059,61,Homerun,1,6,25,,,3,0
1060,42,Dribbling,1,7,27,,,3,1
1061,31,Football,1,8,,,,2,0
1062,17,Off-tackle run,1,8,30,,,3,2
1063,67,Dribbling,1,7,27,,,3,0
1064,52,Line defense,1,7,28,,,3,0
1065,75,Hardware,2,11,,,,2,2
1066,121,Pets,5,21,,,,2,0
1067,106,Dessert,3,15,53,,,3,0
1068,75,Front-end,2,12,43,,,3,1
1069,15,Computer Sciences,2,10,,,,2,2
1070,5,Backhand,9,34,,,,2,1
1071,19,Ice cream,3,14,49,,,3,0
1072,80,Football,1,8,,,,2,0
1073,121,Backhand,9,34,,,,2,2
1074,32,Assemble,2,11,41,,,3,1
1075,53,Food,3,,,,,1,2
1076,17,Front-end,2,12,43,,,3,1
1077,55,Computer Sciences,2,10,,,,2,1
1078,83,Ice cream,3,14,49,,,3,1
1079,28,Swing volley,9,35,,,,2,0
1080,63,Software,2,12,,,,2,1
1081,121,Virus,2,13,46,,,3,2
1082,44,Hit and run,1,6,24,,,3,2
1083,87,Homerun,1,6,25,,,3,2
1084,27,Virus,2,13,46,,,3,2
1085,87,Spread offense,1,8,32,,,3,0
1086,76,Decorating,3,15,,,,2,1
1087,38,Nutritions,4,18,,,,2,2
1088,112,Dessert,3,15,53,,,3,2
1089,81,Dessert,3,15,53,,,3,0
1090,106,Football,1,8,,,,2,2
1091,120,Assemble,2,11,41,,,3,2
1092,67,Software,2,12,,,,2,0
1093,79,Backspin,9,33,,,,2,2
1094,77,Ice cream,3,15,52,,,3,2
1095,62,Ice cream,3,14,49,,,3,0
1096,11,Hit by pitch,1,6,26,,,3,2
1097,7,Security,2,10,38,,,3,1
1098,119,Back-end,2,12,42,,,3,2
1099,86,Assemble,2,11,41,,,3,2
1100,100,Vehicle,5,23,,,,2,0
1101,80,Decorating,3,15,,,,2,0
1102,90,Create,2,11,40,,,3,2
1103,120,Front-end,2,12,43,,,3,1
1104,76,Hit by pitch,1,6,26,,,3,2
1105,73,Off-tackle run,1,8,30,,,3,2
1106,32,Ice cream,3,15,52,,,3,0
1107,69,Fix,2,11,39,,,3,2
1108,73,Off-tackle run,1,8,30,,,3,0
1109,43,Technology,2,,,,,1,0
1110,24,Backspin,9,33,,,,2,2
1111,45,Tennis,9,,,,,1,0
1112,124,Tennis,9,,,,,1,1
1113,35,Cake,3,14,48,,,3,1
1114,101,Dessert,3,15,53,,,3,1
1115,94,Software,2,12,,,,2,0
1116,71,Homerun,1,6,25,,,3,1
1117,122,Meditation,4,17,,,,2,0
1118,32,Homerun,1,6,25,,,3,2
1119,35,Art and music,5,20,,,,2,0
1120,37,Fix,2,11,39,,,3,2
1121,87,Hardware,2,11,,,,2,0
1122,13,Homerun,1,6,25,,,3,1
1123,90,Art and music,5,20,,,,2,1
1124,29,DNA,2,13,47,,,3,1
1125,76,Off-tackle run,1,8,30,,,3,2
1126,60,Off-tackle run,1,8,30,,,3,0
1127,83,Line defense,1,7,28,,,3,1
1128,39,Machine learning,2,10,36,,,3,1
1129,48,Line defense,1,7,28,,,3,1
1130,93,Decorating,3,15,,,,2,2
1131,117,Backspin,9,33,,,,2,2
1132,85,Backhand,9,34,,,,2,0
1133,50,Ice cream,3,14,49,,,3,2
1134,87,Cake,3,14,48,,,3,2
1135,100,Slam dunk,1,7,29,,,3,2
1136,38,Hardware,2,11,,,,2,1
1137,37,Hardware,2,11,,,,2,1
1138,15,Cake,3,15,51,,,3,1
1139,25,Hit by pitch,1,6,26,,,3,2
1140,40,Back-end,2,12,42,,,3,2
1141,74,Travel,5,22,,,,2,2
1142,12,Backspin,9,33,,,,2,2
1143,119,Vehicle,5,23,,,,2,1
1144,15,Bump and run coverage,1,8,31,,,3,1
1145,17,Off-tackle run,1,8,30,,,3,2
1146,111,Backspin,9,33,,,,2,0
1147,56,Line defense,1,7,28,,,3,0
1148,11,Hobbies and activities,5,,,,,1,1
1149,52,Line defense,1,7,28,,,3,2
1150,109,Network,2,12,44,,,3,0
1151,76,Backspin,9,33,,,,2,1
1152,14,Cooking,3,14,,,,2,0
1153,101,Biology,2,13,,,,2,2
1154,85,Travel,5,22,,,,2,0
1155,94,Decorating,3,15,,,,2,2
1156,73,Hardware,2,11,,,,2,1
1157,122,Dessert,3,14,50,,,3,2
1158,80,Create,2,11,40,,,3,2
1159,33,Dessert,3,14,50,,,3,2
1160,71,Back-end,2,12,42,,,3,0
1161,71,Create,2,11,40,,,3,1
1162,28,Food,3,,,,,1,1
1163,119,Art and music,5,20,,,,2,2
1164,54,Assemble,2,11,41,,,3,0
1165,23,Slam dunk,1,7,29,,,3,1
1166,71,Meditation,4,17,,,,2,2
1167,64,Dribbling,1,7,27,,,3,0
1168,44,Homerun,1,6,25,,,3,1
1169,46,Hobbies and activities,5,,,,,1,2
1170,124,Dessert,3,15,53,,,3,0
1171,26,Food,3,,,,,1,1
1172,15,Diseases,2,13,45,,,3,0
1173,90,Baseball,1,6,,,,2,0
1174,67,Dribbling,1,7,27,,,3,1
1175,98,Yoga,4,19,,,,2,2
1176,123,Vehicle,5,23,,,,2,1
1177,113,Data mining,2,10,37,,,3,0
1178,24,Hobbies and activities,5,,,,,1,2
1179,89,Dribbling,1,7,27,,,3,0
1180,42,Hit and run,1,6,24,,,3,0
1181,79,Tennis,9,,,,,1,1
1182,90,Fix,2,11,39,,,3,2
1183,103,Software,2,12,,,,2,1
1184,2,Hardware,2,11,,,,2,1
1185,106,Swing volley,9,35,,,,2,1
1186,91,Computer Sciences,2,10,,,,2,0
1187,109,Tennis,9,,,,,1,2
1188,58,Dessert,3,14,50,,,3,1
1189,104,Yoga,4,19,,,,2,1
1190,119,Pets,5,21,,,,2,0
1191,33,Line defense,1,7,28,,,3,0
1192,88,Backspin,9,33,,,,2,1
1193,11,Hit and run,1,6,24,,,3,0
1194,51,Homerun,1,6,25,,,3,2
1195,61,Security,2,10,38,,,3,1
1196,100,Line defense,1,7,28,,,3,1
1197,103,Dessert,3,15,53,,,3,2
1198,40,Machine learning,2,10,36,,,3,1
1199,73,Tennis,9,,,,,1,1
1200,78,Backhand,9,34,,,,2,0
1201,96,Cooking,3,14,,,,2,1
1202,59,Dribbling,1,7,27,,,3,0
1203,38,Bump and run coverage,1,8,31,,,3,1
1204,11,Ice cream,3,14,49,,,3,2
1205,11,Network,2,12,44,,,3,2
1206,9,Line defense,1,7,28,,,3,2
1207,80,Assemble,2,11,41,,,3,1
1208,103,Decorating,3,15,,,,2,1
1209,54,Food,3,,,,,1,1
1210,102,Hardware,2,11,,,,2,0
1211,68,Fitness and wellness,4,,,,,1,2
1212,37,Homerun,1,6,25,,,3,0
1213,116,Bodybuilding,4,16,,,,2,1
1214,72,Software,2,12,,,,2,2
1215,23,Vehicle,5,23,,,,2,0
1216,40,Fix,2,11,39,,,3,2
1217,81,Technology,2,,,,,1,1
1218,113,Homerun,1,6,25,,,3,0
1219,111,Technology,2,,,,,1,1
1220,60,Create,2,11,40,,,3,2
1221,36,Travel,5,22,,,,2,0
1222,64,Hobbies and activities,5,,,,,1,1
1223,48,Dribbling,1,7,27,,,3,1
1224,13,Backhand,9,34,,,,2,0
1225,85,Nutritions,4,18,,,,2,0
1226,98,Back-end,2,12,42,,,3,2
1227,32,Dessert,3,14,50,,,3,0
1228,120,Create,2,11,40,,,3,0
1229,53,Travel,5,22,,,,2,2
1230,70,Biology,2,13,,,,2,0
1231,44,Hit by pitch,1,6,26,,,3,2
1232,66,Bump and run coverage,1,8,31,,,3,0
1233,108,Backhand,9,34,,,,2,1
1234,72,Cake,3,14,48,,,3,2
1235,29,Baseball,1,6,,,,2,0
1236,122,Pets,5,21,,,,2,1
1237,51,Dessert,3,14,50,,,3,2
1238,46,Pets,5,21,,,,2,2
1239,94,Spread offense,1,8,32,,,3,2
1240,88,Tennis,9,,,,,1,1
1241,84,Bodybuilding,4,16,,,,2,0
1242,85,Ice cream,3,14,49,,,3,1
1243,106,Create,2,11,40,,,3,0
1244,58,Cake,3,15,51,,,3,0
1245,104,Art and music,5,20,,,,2,1
1246,59,Software,2,12,,,,2,1
1247,100,Homerun,1,6,25,,,3,1
1248,123,Cake,3,15,51,,,3,0
1249,104,Computer Sciences,2,10,,,,2,0
1250,101,Food,3,,,,,1,1
1251,69,Decorating,3,15,,,,2,1
1252,93,Ice cream,3,14,49,,,3,1
1253,105,Data mining,2,10,37,,,3,2
1254,42,Dessert,3,14,50,,,3,0
1255,78,Data mining,2,10,37,,,3,2
1256,49,Network,2,12,44,,,3,1
1257,95,Fitness and wellness,4,,,,,1,0
1258,61,Off-tackle run,1,8,30,,,3,2
1259,25,Biology,2,13,,,,2,0
1260,103,Front-end,2,12,43,,,3,1
1261,30,Hardware,2,11,,,,2,2
1262,61,Dessert,3,15,53,,,3,0
1263,2,Slam dunk,1,7,29,,,3,1
1264,18,Line defense,1,7,28,,,3,0
1265,65,Backspin,9,33,,,,2,1
1266,61,Fitness and wellness,4,,,,,1,0
1267,1,Create,2,11,40,,,3,0
1268,22,Swing volley,9,35,,,,2,0
1269,34,Ice cream,3,14,49,,,3,2
1270,52,Fix,2,11,39,,,3,1
1271,48,Yoga,4,19,,,,2,1
1272,123,Biology,2,13,,,,2,1
1273,94,Biology,2,13,,,,2,2
1274,39,Create,2,11,40,,,3,0
1275,65,Baseketball,1,7,,,,2,0
1276,47,Tennis,9,,,,,1,2
1277,104,Security,2,10,38,,,3,0
1278,41,Art and music,5,20,,,,2,0
1279,113,Create,2,11,40,,,3,0
1280,92,Cake,3,15,51,,,3,1
1281,11,Create,2,11,40,,,3,0
1282,124,Hit and run,1,6,24,,,3,1
1283,25,Front-end,2,12,43,,,3,0
1284,89,Football,1,8,,,,2,2
1285,104,Swing volley,9,35,,,,2,1
1286,104,Diseases,2,13,45,,,3,2
1287,14,Create,2,11,40,,,3,1
1288,51,DNA,2,13,47,,,3,2
1289,48,Diseases,2,13,45,,,3,1
1290,101,Virus,2,13,46,,,3,0
1291,90,Ice cream,3,14,49,,,3,1
1292,95,Security,2,10,38,,,3,2
1293,7,Cake,3,15,51,,,3,1
1294,52,Computer Sciences,2,10,,,,2,1
1295,61,Ice cream,3,15,52,,,3,2
1296,101,Spread offense,1,8,32,,,3,2
1297,4,Meditation,4,17,,,,2,2
1298,68,Baseketball,1,7,,,,2,2
1299,68,Software,2,12,,,,2,0
1300,41,Cake,3,15,51,,,3,1
1301,16,Security,2,10,38,,,3,2
1302,32,Ice cream,3,15,52,,,3,0
1303,84,Travel,5,22,,,,2,0
1304,21,Software,2,12,,,,2,1
1305,52,Bodybuilding,4,16,,,,2,0
1306,51,Dessert,3,14,50,,,3,2
1307,85,Baseketball,1,7,,,,2,0
1308,59,Nutritions,4,18,,,,2,0
1309,10,Technology,2,,,,,1,2
1310,50,Fitness and wellness,4,,,,,1,0
1311,121,Backspin,9,33,,,,2,0
1312,47,Art and music,5,20,,,,2,1
1313,9,DNA,2,13,47,,,3,2
1314,109,Yoga,4,19,,,,2,1
1315,111,Food,3,,,,,1,2
1316,37,Biology,2,13,,,,2,1
1317,5,Sport,1,,,,,1,2
1318,37,Fix,2,11,39,,,3,0
1319,80,Fitness and wellness,4,,,,,1,2
1320,66,DNA,2,13,47,,,3,1
1321,12,Software,2,12,,,,2,0
1322,53,Assemble,2,11,41,,,3,1
1323,57,Security,2,10,38,,,3,2
1324,74,Fitness and wellness,4,,,,,1,1
1325,97,Nutritions,4,18,,,,2,2
1326,21,Swing volley,9,35,,,,2,1
1327,4,Travel,5,22,,,,2,2
1328,60,Travel,5,22,,,,2,2
1329,23,Swing volley,9,35,,,,2,1
1330,49,Homerun,1,6,25,,,3,0
1331,2,Create,2,11,40,,,3,0
1332,95,Pets,5,21,,,,2,2
1333,28,Diseases,2,13,45,,,3,2
1334,67,Hobbies and activities,5,,,,,1,1
1335,15,Dribbling,1,7,27,,,3,1
1336,63,Ice cream,3,15,52,,,3,0
1337,29,Backhand,9,34,,,,2,1
1338,11,Hobbies and activities,5,,,,,1,2
